row_id,query,candidate_1_laptop_id,candidate_1_details,candidate_1_relevant_Y_N,candidate_2_laptop_id,candidate_2_details,candidate_2_relevant_Y_N,candidate_3_laptop_id,candidate_3_details,candidate_3_relevant_Y_N,candidate_4_laptop_id,candidate_4_details,candidate_4_relevant_Y_N,candidate_5_laptop_id,candidate_5_details,candidate_5_relevant_Y_N
11,Windows laptop under 1000 USD with 16 GB RAM,415209,"HP HP EliteBook 850 G8 (4Y0L2EC) | $995 | Intel Core i7-1185G7 (11th Gen) 4.8 Ghz | NVIDIA GeForce MX450 16 GB | 16 GB, DDR4-3200, 3200 MT/s MHz, 1 Slots | SSD: 512 GB, M.2/Optane",,295738,"Lenovo Lenovo IdeaPad Flex-1570 81CA000RUS | $1000 | Intel Core i7-8550U 4c/8t 4 x 1.8 - 4 GHz, Kaby Lake Refresh | NVIDIA GeForce MX130 - 2048 MB VRAM, Core: 1108 MHz, RAM: 5010 MHz, GDDR5, 388.72, Optimus | 16 GB , DDR4-2400, PC4-19200, 10-10-10-28, Single-Channel | SK Hynix PC401 512GB M.2 (HFS512GD9TNG), 512 GB",,412516,"Asus Asus ZenBook 13 UX333FA-A7822TS | $960 | Intel Core i7-10510U (10th Gen) 1.8 Ghz | Intel UHD 16 GB | 16 GB, DDR4-2133, 2133 MT/s MHz, 1 Slots | SSD: 1 TB",,323446,"HP HP Pavilion 15-eg | $1000 | Intel Core i7-1165G7 4c/8t 4 x 2.8 - 4.7 GHz, 51 W PL2 / Short Burst, 22 W PL1 / Sustained, Tiger Lake-UP3 | NVIDIA GeForce MX450 - 2048 MB VRAM, Core: 1275 MHz, RAM: 1751 MHz, 15 W TDP, GDDR5, 466.77, Optimus | 16 GB , DDR4-3200, 15-15-15-35, Dual-Channel, 2x SODIMM | Samsung PM991 MZVLQ1T0HALB , 1024 GB",,326523,"Acer Acer Enduro Urban N3 EUN314 | $1000 | Intel Core i7-1165G7 4c/8t 4 x 2.8 - 4.7 GHz, 64 W PL2 / Short Burst, 28 W PL1 / Sustained, Tiger Lake-UP3 | Intel Iris Xe Graphics G7 96EUs , Core: 1300 MHz, RAM: 1200 MHz, DDR4, 27.20.100.9316 | 16 GB , DDR4-3200, SK Hynix, 22-22-22-52, Dual-Channel | Samsung PM991 MZVLQ1T0HALB , 1024 GB",
12,Laptop between 800 and 1400 USD with SSD storage,418178,"Lenovo Lenovo Thinkpad P15v (20TRS12000) | $1400 | Intel Core i7-10750H (10th Gen) 2.6 Ghz | NVIDIA Quadro P620 16 GB | 16 GB, DDR4, 1 Slots | SSD: 1 TB",,415799,"Lenovo Lenovo Thinkpad E14 (20TAS08J00) | $1300 | Intel Core i7-1165G7 (11th Gen) | Intel Iris Xe 16 GB | 16 GB, DDR4-3200, 3200 MT/s MHz, 1 Slots | SSD: 512 GB",,418413,"Lenovo Lenovo ThinkPad P14s Gen4 (21HF001EIG) | $1300 | Intel Core i7-1360P (13th Gen) 5.0 Ghz | Intel UHD 16 GB | 16 GB, DDR5-5600, 5600 MT/s MHz, 2 Slots | SSD: 512 GB, M.2",,418821,"Dell Dell G7 15 15 7588 (B568105WIN9) | $1300 | Intel Core i7-8750H (8th Gen) 2.2 Ghz | NVIDIA GeForce GTX 1060 16 GB | 16 GB, DDR4-2666, 2666 MT/s MHz, 2 Slots | SSD: 128 GB; HDD: 1 TB, 5400 RPM, SATA",,415197,"Lenovo Lenovo ThinkPad P14s Gen4 (21HF001FIG) | $1300 | Intel Core i7-1360P (13th Gen) 5.0 Ghz | NVIDIA RTX A500 16 GB | 16 GB, LPDDR5X-7500, 7500 MT/s MHz, 1 Slots | SSD: 512 GB, M.2",
13,Laptop below 900 USD for office work,345841,"Schenker Schenker Work 14 Base | $835 | Intel Core i5-1235U 10c/12t 10 x 0.9 - 4.4 GHz, 25 W PL2 / Short Burst, 20 W PL1 / Sustained, Alder Lake-U | Intel Iris Xe Graphics G7 80EUs , Core: 1200 MHz, RAM: 1067 MHz, 31.0.101.5333 | 16 GB , DDR4-3200, Dual-Channel, 2/2 slots in use, max. 64 GB | Samsung SSD 980 500GB (MZ-V8V500BW) , 500 GB , 422 GB free",,417110,"HP HP ProBook 440 G11 (A6VS9PA) | $890 | Intel Core Ultra 5 - 125H 4.5 Ghz | Intel Arc 16 GB | 16 GB, DDR5-5600, 5600 MT/s MHz, 1 Slots | SSD: 512 GB",,351422,"Asus Asus ExpertBook B1 B1403CVA | $810 | Intel Core i5-13420H 8c/12t, 4 x 4.6 GHz Intel Golden Cove P-Core, 4 x 3.4 GHz Intel Gracemont E-Core, 45 W PL2 / Short Burst, 28 W PL1 / Sustained, Raptor Lake-H | Intel UHD Graphics Xe G4 48EUs , Core: 1400 MHz, RAM: 2600 MHz, 32.0.101.5972 | 16 GB , DDR5-5200, Single-Channel, 1/2 slots free, up to 64 GB | Western Digital PC SN5000S SDEQNSJ-512G-1002, 512 GB , 417 GB free",,296244,"Dell Dell Latitude 15 3590-K8JP | $900 | Intel Core i7-8550U 4c/8t 4 x 1.8 - 4 GHz, Kaby Lake Refresh | AMD Radeon 530 - 2048 MB VRAM, Core: 1024 MHz, RAM: 1125 MHz, GDDR5, 23.20.768.12 | 8 GB , DDR4-2400, 1200 MHz, 10-10-10-28, Single-Channel | Toshiba MQ01ACF050 , 500 GB , 7200 rpm",,308518,"Lenovo Lenovo IdeaPad 330-17IKB 81DM | $900 | Intel Core i7-8550U 4c/8t 4 x 1.8 - 4 GHz, Kaby Lake Refresh | NVIDIA GeForce MX150 - 2048 MB VRAM, Core: 1468 MHz, RAM: 6008 MHz, GDDR5, 388.75, Optimus | 16 GB , DDR4-2666, 10-10-10-28, Single-channel | WDC Blue WD10SPZX-24Z10T0, 1000 GB , 5400 rpm",
14,Laptop above 1500 USD with a powerful processor,323093,"Lenovo Lenovo ThinkPad P14s Gen2-20VX000GGE | $1570 | Intel Core i7-1185G7 4c/8t 4 x 3 - 4.8 GHz, 64 W PL2 / Short Burst, 35 W PL1 / Sustained, Tiger Lake-UP3 | NVIDIA T500 Laptop GPU - 4 GB VRAM, Core: 1695 MHz, RAM: 1250 MHz, 25 W TDP, NVIDIA 452.66, Intel Iris Xe Graphics G7 96EUs | 32 GB , dual-channel | Toshiba XG6 KXG6AZNV1T02 , 1024 GB , 893 GB free",,331646,"Asus Asus ExpertBook B2 Flip B2502FBA-N80141X | $1505 | Intel Core i7-1260P 12c/16t 12 x 1.5 - 4.7 GHz, 64 W PL2 / Short Burst, 28 W PL1 / Sustained, Alder Lake-P | Intel Iris Xe Graphics G7 96EUs , Core: 1400 MHz, Dual-Channel, 30.0.101.3413 | 32 GB , DDR4-3200, Dual-Channel-Mode, two memory slots (both in use) | Samsung PM9A1 MZVL21T0HCLR , 1024 GB , 911 GB free",,317510,"HP HP Envy 15-ep0098nr | $1500 | Intel Core i7-10750H 6c/12t 6 x 2.6 - 5 GHz, Comet Lake-H | NVIDIA GeForce RTX 2060 Max-Q - 6 GB VRAM, Core: 975 MHz, RAM: 1375 MHz, GDDR6, 451.67, Optimus | 16 GB , DDR4-3200, 21-21-21-47, Dual-Channel | Intel Optane Memory H10 with Solid State Storage 32GB + 512GB HBRPEKNX0202A(L/H) , 512 GB",,303746,"Dell Dell Inspiron 17-7786 | $1540 | Intel Core i7-8565U 4c/8t 4 x 1.8 - 4.6 GHz ( Intel Core i7 ) | NVIDIA GeForce MX150 - 2048 MB VRAM, Core: 1532 MHz, RAM: 6000 MHz, GDDR5, Optimus | 16 GB , DDR4-2400, 1 of 2 slots occupied | KBG30ZMS128G, 128 GB , M.2 NVMe SSD + Toshiba MQ04ABF100, 1TB HDD, 5400 RPM, 1050 GB free",,322105,"LG LG Gram 16 2-in-1 16T90P | $1600 | Intel Core i7-1165G7 4c/8t 4 x 2.8 - 4.7 GHz, 64 W PL2 / Short Burst, 28 W PL1 / Sustained, Tiger Lake-UP3 | Intel Iris Xe Graphics G7 96EUs , Core: 1300 MHz, RAM: 1600 MHz, LPDDR4x, 27.20.100.8853 | 16 GB , 36-39-39-90, Dual-Channel | SK Hynix PC401 512GB M.2 (HFS512GD9TNG), 512 GB",
15,Dell laptop for business use with a comfortable keyboard,338015,"Dell Dell Latitude 3440 | $1100 | Intel Core i5-1345U 10c/12t 10 x 1.2 - 4.7 GHz, 32 W PL2 / Short Burst, 18 W PL1 / Sustained, Raptor Lake-U | Intel Iris Xe Graphics G7 80EUs , Core: 1200 MHz, DDR4, 31.0.101.4255 | 16 GB , SK Hynix, DDR4-3200, Dual-Channel, 2x SODIMM, 19-19-19-43 | Samsung PM9A1 MZVL2512HCJQ , 512 GB",,316974,"Dell Dell Latitude 7410 | $2100 | Intel Core i7-10610U 4c/8t 4 x 1.8 - 4.9 GHz, Comet Lake-U | Intel UHD Graphics 620 , Core: 300 MHz, RAM: 1330 MHz, DDR4, 26.20.100.8141 | 16 GB , DDR4-2666, 19-19-19-43, Dual-Channel, Soldered | Toshiba XG6 KXG60ZNV512G , 512 GB",,413742,"Dell Dell Vostro 5620 (M552319WIN9S) | $920 | Intel Core i7-1260P (12th Gen) 3.4 Ghz | NVIDIA GeForce MX570 16 GB | 16 GB, DDR4-3200, 3200 MT/s MHz, 2 Slots | SSD: 512 GB",,311303,"Dell Dell Latitude 5300 | $1740 | Intel Core i5-8365U 4c/8t 4 x 1.6 - 4.1 GHz, Whiskey Lake-U | Intel UHD Graphics 620 | 32 GB , Dual-Channel | SK Hynix PC401 512GB M.2 (HFS512GD9TNG), 512 GB , 398 GB free",,418821,"Dell Dell G7 15 15 7588 (B568105WIN9) | $1300 | Intel Core i7-8750H (8th Gen) 2.2 Ghz | NVIDIA GeForce GTX 1060 16 GB | 16 GB, DDR4-2666, 2666 MT/s MHz, 2 Slots | SSD: 128 GB; HDD: 1 TB, 5400 RPM, SATA",
16,Lenovo laptop for programming with at least 16 GB RAM,415197,"Lenovo Lenovo ThinkPad P14s Gen4 (21HF001FIG) | $1300 | Intel Core i7-1360P (13th Gen) 5.0 Ghz | NVIDIA RTX A500 16 GB | 16 GB, LPDDR5X-7500, 7500 MT/s MHz, 1 Slots | SSD: 512 GB, M.2",,415842,"Lenovo Lenovo Thinkpad P14s (20VYS0U600) | $1100 | Intel Core i7 (11th Gen) | NVIDIA Quadro T50 16 GB | 16 GB, DDR4, 1 Slots | SSD: 512 GB",,418344,"Lenovo Lenovo ThinkPad E14 G4 (21E3S02M00) | $910 | Intel Core i7-1255U (12th Gen) 4.0 Ghz | Intel Iris Xe 16 GB | 16 GB, DDR4, 1 Slots | SSD: 512 GB, M.2",,359424,"Lenovo Lenovo ThinkPad P16 Gen 3 | $4640 | Intel Core Ultra 9 285HX 24c/24t, 8 x 5.5 GHz Intel Lion Cove P-Core, 16 x 4.6 GHz Intel Skymont E-Core, 160 W PL2 / Short Burst, 110 W PL1 / Sustained, Arrow Lake-HX | NVIDIA RTX PRO 3000 Blackwell Generation Laptop - 12 GB VRAM, Core: 2175 MHz, RAM: 1750 MHz, 105 W TDP, GDDR7 Memory, GB205, 581.83, Optimus, MUX Switch | 96 GB , DDR5-5600, 4x SO-DIMM, Dual Channel | Samsung PM9E1 MZVLC2T0HBLD , 2048 GB , M.2 2280, NVMe PCIe 5.0, 2x M.2 2280 (1x PCIe 5.0, 2x PCIe 4.0), 1647 GB free",,412583,"Lenovo Lenovo Thinkpad P16s (21BTS02000) | $1465 | Intel Core i7-1260P (12th Gen) 2.1 Ghz | NVIDIA GeForce T550 16 GB | 16 GB, DDR4-3200, 3200 MT/s MHz, 2 Slots | SSD: 1 TB",
17,HP laptop for students with a lightweight design,330842,"HP HP ProBook 450 G9 6A180EA | $1310 | Intel Core i7-1255U 10c/12t 10 x 1.2 - 4.7 GHz, 39 W PL2 / Short Burst, 15 W PL1 / Sustained, Alder Lake-U | Intel Iris Xe Graphics G7 96EUs , Core: 1250 MHz, RAM: 2667 MHz | 16 GB , DDR4 2667 MHz, 1x 16 GB (two slots), single channel, 19-19-19-43, max 64 GB | SK Hynix HFM512GD3JX013N, 512 GB , 416 GB free",,358572,"HP HP Omnibook 5 16-af1037nr | $660 | Intel Core Ultra 7 255U 12c/14t, 2 x 5.2 GHz Intel Redwood Cove P-Core, 8 x 4.2 GHz Intel Skymont E-Core, 2 x 2.4 GHz Intel Crestmont E-Core, 58 W PL2 / Short Burst, 25 W PL1 / Sustained, Arrow Lake-U | Intel Graphics 4-Core iGPU (Meteor / Arrow Lake) , Core: 2100 MHz | 16 GB , LPDDR5, Dual-Channel, 3724 MHz, 80-68-68-160 | SK hynix BC901 HFS001TEJ4X164N , 1024 GB , NVMe-SSD, one M.2 2280 slot (in use)",,319160,"HP HP Envy 13-ba0001ng | $1355 | Intel Core i7-10510U 4c/8t 4 x 1.8 GHz, 4900 W PL2 / Short Burst, Comet Lake-U | NVIDIA GeForce MX350 - 2048 MB VRAM, Core: 747 MHz, RAM: 1752 MHz, GDDR5, 27.21.14.5241 (Nvidia 452.41), Optimus | 16 GB , DDR4-2666 SDRAM | Intel SSD 660p SSDPEKNW512G8, 512 GB , 290 GB free",,412221,"HP HP ProBook 440 G9 (9H215PT) | $980 | Intel Core i7-1255U (12th Gen) 4.7 Ghz | Intel Iris Xe 16 GB | 16 GB, DDR4-3200, 3200 MT/s MHz, 1 Slots | SSD: 512 GB, M.2/Optane",,357962,"HP HP 17t-cn500 | $1150 | Intel Core Ultra 7 255U 12c/14t, 2 x 5.2 GHz Intel Redwood Cove P-Core, 8 x 4.2 GHz Intel Skymont E-Core, 2 x 2.4 GHz Intel Crestmont E-Core, 34 W PL2 / Short Burst, 16 W PL1 / Sustained, Arrow Lake-U | Intel Graphics 4-Core iGPU (Meteor / Arrow Lake) , Core: 1700 MHz, DDR5, 32.0.101.6556 | 96 GB , Kingston, DDR5-5600, Dual-Channel, 26-26-26-52 | TeamGroup T-Force G50 TM8FFE004T , 4000 GB",
18,Asus gaming laptop with RTX graphics under 2000 USD,415515,"Asus Asus ROG Zephyrus G14 GA401IVC-HA275TS | $2000 | AMD Octa Core Ryzen 9 4900HS 3.0 Ghz | NVIDIA Geforce RTX 2060 with Max-Q Design 32 GB | 32 GB, DDR4-3200, 3200 MT/s MHz, 1 Slots | SSD: 1 TB",,411764,"Asus Asus ROG Zephyrus G16 GU605MI-QP245WS | $2000 | Intel Core Ultra 9 - 185H 5.1 Ghz | NVIDIA GeForce RTX 4070 16 GB | 16 GB, LPDDR5X-7467, 7467 MT/s MHz, 2 Slots | SSD: 1 TB, M.2",,418474,"Asus Asus ROG Zephyrus G16 GU605MI-QP001WS | $1900 | Intel Core Ultra 7 - 155H 4.8 Ghz | NVIDIA GeForce RTX 4070 16 GB | 16 GB, LPDDR5X, 2 Slots | SSD: 1 TB, M.2",,415906,"Asus Asus ROG Zephyrus G14 GA401QM-K2145TS | $1750 | AMD Octa Core Ryzen 9 5900HS 3.0 Ghz | NVIDIA GeForce RTX 3060 32 GB | 32 GB, DDR4-3200, 3200 MT/s MHz, 1 Slots | SSD: 1 TB, M.2",,415847,"Asus Asus ROG Zephyrus G14 GA401QM-K2329TS | $1700 | AMD Octa Core Ryzen 9 5900HS 3.0 Ghz | NVIDIA GeForce RTX 3060 32 GB | 32 GB, DDR4, 1 Slots | SSD: 1 TB, M.2",
19,Acer laptop with at least 512 GB storage and Windows,314867,"Acer Acer ConceptD 3 Pro CN315-71P-73W1 | $1795 | Intel Core i7-9750H 6c/12t 6 x 2.6 - 4.5 GHz, Coffee Lake-H | NVIDIA Quadro T1000 (Laptop) - 4 GB VRAM, Core: 1725 MHz, RAM: 2000 MHz, GDDR5, 128-bit interface, 26.21.14.4292 (Nvidia 442.92, Optimus | 16 GB , DDR4 2666, dual-channel, two memory slots (both occupied) | WDC PC SN720 SDAPNTW-512G , 512 GB , 512 GB SSD, 434 GB free",,340266,"Acer Acer Aspire Vero AV15-53P | $1100 | Intel Core i7-1355U 10c/12t, 2 x 5.0 GHz Intel Golden Cove P-Core, 8 x 3.7 GHz Intel Gracemont E-Core, 56 W PL2 / Short Burst, 28 W PL1 / Sustained, Raptor Lake-U | Intel Iris Xe Graphics G7 96EUs , Core: 1300 MHz, RAM: 2400 MHz | 16 GB , DDR5-4800, soldered, Dual Channel, CL52-44-44-104 | Kingston OM8SEP4512Q-AA , 512 GB , 424 GB free",,413407,"Acer Acer ALG AL15G-53 (UN.34LSI.001) | $730 | Intel Core i7-13620H (13th Gen) 4.9 Ghz | NVIDIA GeForce RTX 3050 16 GB | 16 GB, DDR4, 1 Slots | SSD: 512 GB, M.2",,302621,"Acer Acer TravelMate X3410-M-50DD | $1275 | Intel Core i7-8550U 4c/8t 4 x 1.8 - 4 GHz, Kaby Lake Refresh | NVIDIA GeForce MX130 - 2048 MB VRAM, Core: 1189 MHz, RAM: 1253 MHz, 174D, 398.26, Optimus | 16 GB , DDR4-2400, 1 of 2 slots free, maximal 32 GB | Micron 1100 MTFDDAV256TBN, 256 GB , M.2 2280; additionally: WDC WD10SPZX-21Z10T0, 1 TB, 2.5 inch HDD",,345203,"Acer Acer Predator Helios Neo 16 (2024) | $2320 | Intel Core i7-14700HX 20c/28t, 8 x 5.5 GHz Intel Raptor Cove P-Core, 12 x 3.9 GHz Intel Gracemont E-Core, 157 W PL2 / Short Burst, 95 W PL1 / Sustained, Raptor Lake-HX Refresh | NVIDIA GeForce RTX 4070 Laptop GPU - 8 GB VRAM, Core: 1980 MHz, RAM: 2000 MHz, 140 W TDP ( including 25 W Dynamic Boost), GDDR6, 31.0.15.5212, Advanced Optimus | 32 GB , DDR5-5600, dual-channel mode, two memory slots (both in use) | Samsung PM9A1a MZVL21T0HDLU , 1024 GB , PCIe 4, M.2-2280, 882 GB free",
20,Laptop without RTX graphics for quiet office work,351210,"Eurocom Eurocom Blitz Ultra 16 | $2000 | Intel Core Ultra 7 155H 16c/22t, 6 x 4.8 GHz Intel Redwood Cove P-Core, 8 x 3.8 GHz Intel Crestmont E-Core, 2 x 2.5 GHz Intel Crestmont E-Core, 60 W PL2 / Short Burst, 53 W PL1 / Sustained, Meteor Lake-H | Intel Arc 8-Core iGPU , Core: 2250 MHz, DDR5, 32.0.101.6078 | 64 GB , DDR5-5600, Kingston, Dual-Channel, 40-40-40-80 | SSD: 1 TB",,351422,"Asus Asus ExpertBook B1 B1403CVA | $810 | Intel Core i5-13420H 8c/12t, 4 x 4.6 GHz Intel Golden Cove P-Core, 4 x 3.4 GHz Intel Gracemont E-Core, 45 W PL2 / Short Burst, 28 W PL1 / Sustained, Raptor Lake-H | Intel UHD Graphics Xe G4 48EUs , Core: 1400 MHz, RAM: 2600 MHz, 32.0.101.5972 | 16 GB , DDR5-5200, Single-Channel, 1/2 slots free, up to 64 GB | Western Digital PC SN5000S SDEQNSJ-512G-1002, 512 GB , 417 GB free",,313280,"Dell Dell Vostro 14 5490 | $1115 | Intel Core i7-10510U 4c/8t 4 x 1.8 - 4.9 GHz, Comet Lake-U | NVIDIA GeForce MX250 - 2048 MB VRAM, Core: 1582 MHz, RAM: 1502 MHz, GDDR5, 430.86 | 16 GB , DDR4-2666, 1 slot, dual-channel, max. 40 GB | Toshiba KBG40ZNS512G NVMe, 512 GB , 410 GB free",,358970,"Dynabook Dynabook Tecra A60 A65-M | $1300 | AMD Ryzen 7 250 8c/16t, 8 x 5.1 GHz AMD Zen 4, 48 W PL2 / Short Burst, 28 W PL1 / Sustained, Hawk Point-U (Zen 4) | AMD Radeon 780M , Core: 2509 MHz, DDR5, 32.0.22029.9039 | 16 GB , DDR5-5600, Samsung, Single-Channel | Samsung PM9C1 MZVL8512HELU, 512 GB",,309415,"Dell Dell Inspiron 17 3780 | $900 | Intel Core i7-8565U 4c/8t 4 x 1.8 - 4.6 GHz ( Intel Core i7 ) | AMD Radeon 520 - 2048 MB VRAM, Core: 1030 MHz, RAM: 1000 MHz, GDDR5, Adrenalin 17.12 | 16 GB , DDR4-2666, Single-Channel, 2x SODIMM, | SK Hynix BC501 NVMe 256 GB, 256 GB , Secondary: 2 TB Seagate ST2000LM007",
21,Laptop that must have 32 GB RAM for software development,354238,"Lenovo Lenovo ThinkBook 14 Gen 8 21SJ007SGE | $1265 | Intel Core Ultra 7 255H 16c/16t, 6 x 5.1 GHz Intel Lion Cove P-Core, 8 x 4.4 GHz Intel Skymont E-Core, 2 x 2.5 GHz Intel Crestmont E-Core, Arrow Lake-H | Intel Arc Graphics 140T | 32 GB , DDR5-5600, 2x SO-DIMM | Western Digital PCSN5000S SDEPMSJ-1T00-1101 , 1024 GB , M.2 2242, NVMe PCIe 4.0, 856 GB free",,350048,"Lenovo Lenovo ThinkPad X13 2-in-1 Gen 5 | $2445 | Intel Core Ultra 7 165U 12c/14t, 2 x 4.9 GHz Intel Redwood Cove P-Core, 8 x 3.8 GHz Intel Crestmont E-Core, 2 x 2.1 GHz Intel Crestmont E-Core, 45 W PL2 / Short Burst, 35 W PL1 / Sustained, Meteor Lake-U | Intel Graphics 4-Core iGPU (Meteor / Arrow Lake) - 2 GB VRAM, 32.0.101.5972 | 32 GB , 1x soldered LPDDR5X-7500 | Lenovo UMIS RPETJ1T24MHP2QDQ , 1000 GB , 960 GB free",,413550,"Lenovo Lenovo Thinkpad P15v (21D8S00V00) | $1900 | Intel Core i7-12800H (12th Gen) 4.8 Ghz | NVIDIA Quadro T1200 32 GB | 32 GB, DDR5-4800, 4800 MT/s MHz, 2 Slots | SSD: 1 TB",,414546,"Lenovo Lenovo Thinkpad P15v (21AAS0R400) | $1700 | Intel Core i7-11800H (11th Gen) 2.3 Ghz | Nvidia Quadro T1200 32 GB | 32 GB, DDR4-3200, 3200 MT/s MHz, 1 Slots | SSD: 1 TB",,417811,"Lenovo Lenovo Thinkpad E15 (20TDS0G400) | $1080 | Intel Core i7-1165G7 (11th Gen) 2.8 Ghz | NVIDIA GeForce MX450 32 GB | 32 GB, DDR4, 1 Slots | SSD: 512 GB",
22,Laptop required to have an SSD and Windows operating system,352402,"Medion Medion SPRCHRGD 14 S2 | $1510 | Intel Core Ultra 7 258V 8c/8t, 4 x 4.8 GHz Intel Lion Cove P-Core, 4 x 3.7 GHz Intel Skymont E-Core, 37 W PL2 / Short Burst, 30 W PL1 / Sustained, Lunar Lake | Intel Arc Graphics 140V , 32.0.101.6647 | 32 GB , LPDDR5x, soldered (no expansion) | FORESEE XP2000F001T, NVMe-SSD, one M.2 2280 slot (in use)",,,,,,,,,,,,,
23,Only lightweight laptops under 1.8 kg for travel,339011,"LG LG Gram SuperSlim (2023) | $2435 | Intel Core i7-1360P 12c/16t, 4 x 5.0 GHz Intel Golden Cove P-Core, 8 x 3.7 GHz Intel Gracemont E-Core, 43 W PL2 / Short Burst, 26 W PL1 / Sustained, Raptor Lake-P | Intel Iris Xe Graphics G7 96EUs , Core: 1500 MHz, Dual-channel, 31.0.101.4032 | 16 GB , LPDDR5-6000, Dual-channel, onboard, no memory slots | SK hynix PC801 HFS001TEJ9X101N , 1024 GB , PCIe 4, M.2-2280, two slots, 881 GB free",,321545,"VAIO VAIO Z VJZ141C11L | $3800 | Intel Core i7-11375H 4c/8t 4 x 3.3 - 5 GHz, 64 W PL2 / Short Burst, 64 W PL1 / Sustained, Tiger Lake-H35 | Intel Iris Xe Graphics G7 96EUs , Core: 2000 MHz, RAM: 1350 MHz, 27.20.100.9168 | 16 GB , LPDDR4x, 2133.3 MHz, Dual-Channel | Samsung PM9A1 MZVL2512HCJQ , 512 GB",,337025,"LG LG Gram 17 (2023) | $2205 | Intel Core i7-1360P 12c/16t, 4 x 5.0 GHz Intel Golden Cove P-Core, 8 x 3.7 GHz Intel Gracemont E-Core, 43 W PL2 / Short Burst, 26 W PL1 / Sustained, Raptor Lake-P | Intel Iris Xe Graphics G7 96EUs , Core: 1400 MHz, dual-channel, 31.0.101.3688 | 16 GB , LPDDR5-5200, dual-channel mode, onboard, no memory slots | Samsung PM9A1 MZVL21T0HCLR , 1024 GB , PCIe 4, M.2-2280, 866 GB free",,322593,"LG LG Gram 16 (2021) | $1510 | Intel Core i7-1165G7 4c/8t 4 x 2.8 - 4.7 GHz, 60 W PL2 / Short Burst, 30 W PL1 / Sustained, Tiger Lake-UP3 | Intel Iris Xe Graphics G7 96EUs - 1600 MB VRAM, Core: 1300 MHz, dual-channel mode, 27.20.100.9466 | 16 GB , LPDDR4X 4266, dual-channel mode, on-board, no memory slots | SK Hynix PC601 1TB HFS001TD9TNG , 1024 GB , 2 M.2-2280 slots (NVMe), 883 GB free",,411214,"HP HP Pavilion 14-ec0037AU (4X803PA) | $620 | AMD Hexa Core Ryzen 5 5500U 4.0 Ghz AMD Integrated SoC | AMD Radeon 16 GB | 16 GB, DDR4-3200, 3200 MT/s MHz, 2 Slots | SSD: 512 GB",
24,Laptop with at least 1 TB storage for media files,347057,"Medion Medion S10 OLED | $1505 | Intel Core Ultra 7 155H 16c/22t, 6 x 4.8 GHz Intel Redwood Cove P-Core, 8 x 3.8 GHz Intel Crestmont E-Core, 2 x 2.5 GHz Intel Crestmont E-Core, 60 W PL2 / Short Burst, 45 W PL1 / Sustained, Meteor Lake-H | Intel Arc 8-Core iGPU , Core: 2250 MHz, Dual-Channel, 31.0.101.5593 | 16 GB , DDR5-5600, Dual-Channel-Mode, two memory slots (both in use) | Phison PS5019-E19 SSO1TBITC4-E19-V7, 1024 GB , 864 GB free",,349740,"Lenovo Lenovo ThinkBook Plus Gen5 Hybrid | $2750 | Intel Core Ultra 7 155H 16c/22t, 6 x 4.8 GHz Intel Redwood Cove P-Core, 8 x 3.8 GHz Intel Crestmont E-Core, 2 x 2.5 GHz Intel Crestmont E-Core, 65 W PL2 / Short Burst, 31 W PL1 / Sustained, Meteor Lake-H | Intel Arc 8-Core iGPU , Core: 2250 MHz, LPDDR5x, 32.0.101.5763 | 32 GB , Dual-Channel, LPDDR5x, 7467 MHz | Samsung PM9C1a MZAL81T0HDLB , 1024 GB",,413056,"Asus Asus VivoBook S14 S430UN-EB001T | $900 | Intel Core i7-8550U (8th Gen) 1.8 Ghz | NVIDIA Geforce MX150 16 GB | 16 GB, DDR4-2400, 2400 MT/s MHz, 1 Slots | SSD: 256 GB; HDD: 1 TB, 5400 RPM, SATA",,324118,"Lenovo Lenovo Yoga Slim 7 Pro 14ACH5 | $1300 | AMD Ryzen 9 5900HX 8c/16t 8 x 3.3 - 4.6 GHz, 35 W PL2 / Short Burst, 25 W PL1 / Sustained, Cezanne-H (Zen 3) | AMD Radeon RX Vega 8 (Ryzen 4000/5000) - 2048 MB VRAM, RAM: 1600 MHz, dual-channel mode, 27.20.14028.11002 | 16 GB , DDR4-3200, dual-channel mode, on-board, no memory slots | SK Hynix PC711 1TB HFS001TDE9X084N , 1024 GB , M.2-2280 (NVMe), 912 GB free",,316683,"Asus Asus VivoBook 17 S712FA-DS76 | $870 | Intel Core i7-10510U 4c/8t 4 x 1.8 - 4.9 GHz, Comet Lake-U | Intel UHD Graphics 620 , 26.20.100.7372 | 24 GB , 8 GB soldered + 16 GB DDR4-2666, 19-19-19-43, Dual-Channel | Crucial P1 SSD CT1000P1SSD8, 1024 GB",
